sample_index,time_from_start_s,left_joint_1,left_joint_2,left_joint_3,left_joint_4,left_joint_5,left_joint_6,right_joint_1,right_joint_2,right_joint_3,right_joint_4,right_joint_5,right_joint_6,cartesian_json
10,7.5,2.849422498513208,0.4632079042110181,-1.130133511119258,1.2692015031263082,-0.39934846213692593,0.4459986327894936,0.2446874400397715,2.7940475723908422,0.8670876519315099,-1.3172774477124523,3.508731552752917,1.710565669940475,"{""sample_index"":10,""time_from_start_s"":7.5,""object_pose"":{""translation_m"":[0.260141321651511,0.0349039791340937,0.396012011616678],""matrix"":[[0.9023484300066171,-0.38439523113649127,0.19495542347961664,0.260141321651511],[0.3961433364390923,0.9178814895365894,-0.023749277062599605,0.0349039791340937],[-0.16981686565090454,0.09866041478534039,0.9805245303891623,0.396012011616678],[0,0,0,1]],""rpy_rad"":[0.10028251300975788,0.17064383269083488,0.41368026303709626]},""left_target"":{""translation_m"":[0.20799408329583965,0.17306931410824358,0.4087471686223165],""matrix"":[[0.3790254380801767,-0.9035761448918144,-0.1997244793974365,0.20799408329583965],[-0.9201868678017651,-0.3908597907097184,0.022017091804599237,0.17306931410824358],[-0.09795838715141844,0.17543880525357555,-0.9796047059900697,0.4087471686223165],[0,0,0,1]]},""right_target"":{""translation_m"":[0.3122885600071823,-0.10326135584005616,0.38327685461103944],""matrix"":[[-0.4078726609007274,0.8932625547620211,-0.18900238292092422,0.3122885600071823],[0.907341170978142,0.41963775512806384,0.025222091885748754,-0.10326135584005616],[0.1018424859170977,-0.1612022417062076,-0.9816526602271902,0.38327685461103944],[0,0,0,1]]},""phase"":""RIGID""}"
11,8.25,2.8945509349336738,0.45044998305176337,-1.0389094813906699,1.2091103153098612,-0.2741201842688187,0.7023132867705209,0.28242430830399906,2.817484218915536,0.8212837714974821,-1.4687361828355,3.610864212386997,1.8282917010919848,"{""sample_index"":11,""time_from_start_s"":8.25,""object_pose"":{""translation_m"":[0.289240839482971,0.0349039791340937,0.396012011616678],""matrix"":[[0.9586007958880141,-0.2246195515519493,0.1750159169431947,0.289240839482971],[0.202452516662638,0.9698274500947721,0.13582229397133855,0.0349039791340937],[-0.200243583217616,-0.09476694625909195,0.9751521590382171,0.396012011616678],[0,0,0,1]],""rpy_rad"":[-0.09687748656340925,0.2016065331816003,0.20813726554643802]},""left_target"":{""translation_m"":[0.2610891580719767,0.17954198947648206,0.37993385007595637],""matrix"":[[0.2189279370744639,-0.9589905518964921,-0.18002133135154014,0.2610891580719767],[-0.9710419052726613,-0.19604821965258604,-0.13653832346814365,0.17954198947648206],[0.09564610066677914,0.20470031007380712,-0.9741404449477127,0.37993385007595637],[0,0,0,1]]},""right_target"":{""translation_m"":[0.31739252089396536,-0.10973403120829464,0.4120901731573996],""matrix"":[[-0.24958361327290454,0.9535124069716241,-0.16888490085505375,0.31739252089396536],[0.9640938449989773,0.2283375535018463,-0.13559137028542537,-0.10973403120829464],[-0.09072528876079182,-0.19666227755208066,-0.9762647543403887,0.4120901731573996],[0,0,0,1]]},""phase"":""RIGID""}"
12,9.0,2.9425956534177957,0.41732981665486607,-0.9276836473009011,1.1147321783223834,-0.18345671575984948,0.9645905607857277,0.3164989664654026,2.852501325684502,0.7712778494773387,-1.6233430570236873,3.7230646973796007,1.9318363268088385,"{""sample_index"":12,""time_from_start_s"":9,""object_pose"":{""translation_m"":[0.318340357314431,0.0349039791340937,0.396012011616678],""matrix"":[[0.981627183447664,-0.055787151254673206,0.18247154975911864,0.318340357314431],[-3.469446951953614e-18,0.9563047559630354,0.2923717047227368,0.0349039791340937],[-0.1908089953765448,-0.2870000130267722,0.9387347441136001,0.396012011616678],[0,0,0,1]],""rpy_rad"":[-0.2967059728390361,0.19198621771937624,-3.534383532216628e-18]},""left_target"":{""translation_m"":[0.3153161452491081,0.17627195818969477,0.3515471140038463],""matrix"":[[0.049960849575889664,-0.9809857550615749,-0.18753896095459002,0.3153161452491081],[-0.9563770036381962,0.007124513197116129,-0.2920484004813754,0.17627195818969477],[0.28783144446304165,0.19394893574850064,-0.9378362703054,0.3515471140038463],[0,0,0,1]]},""right_target"":{""translation_m"":[0.3213645693797539,-0.10646399992150735,0.44047690922950966],""matrix"":[[-0.08141337057975685,0.9809502837844994,-0.1763757461612944,0.3213645693797539],[0.9556304557654438,0.026564137251247972,-0.2933679918219216,-0.10646399992150735],[-0.28309414530218274,-0.19243411172452515,-0.9395886427263901,0.44047690922950966],[0,0,0,1]]},""phase"":""RIGID""}"
13,9.75,2.956815604778127,0.39993465917805454,-0.8852163966843248,1.2164539388656865,-0.1925142670034389,1.085679699467303,0.27634274206474846,2.8164200595567297,0.844956171215294,-1.5567417264945205,3.619794942824994,2.0851116013469597,"{""sample_index"":13,""time_from_start_s"":9.75,""object_pose"":{""translation_m"":[0.32701266648458727,0.0349039791340937,0.35958858980344544],""matrix"":[[0.9886172847438062,0.0325906166589988,0.14687993740320812,0.32701266648458727],[-0.06422166357541846,0.9742595899379287,0.2160875501772019,0.0349039791340937],[-0.1360567610719508,-0.22306076104901362,0.9652628940588388,0.35958858980344544],[0,0,0,1]],""rpy_rad"":[-0.2271015665025393,0.1364800646341136,-0.06486995051663971]},""left_target"":{""translation_m"":[0.337151802148891,0.17865049888819282,0.32487095066761507],""matrix"":[[-0.03844566320817705,-0.9876395244440768,-0.15195427185953486,0.337151802148891],[-0.9739308656812828,0.07105704252181448,-0.21542879468947548,0.17865049888819282],[0.22356341349556852,0.13971065265015067,-0.964624452148233,0.32487095066761507],[0,0,0,1]]},""right_target"":{""translation_m"":[0.3168735308202835,-0.1088425406200054,0.3943062289392758],""matrix"":[[0.0067965816873651625,0.9900098292821162,-0.14083445743908743,0.3168735308202835],[0.9753346838383036,-0.037636272272282556,-0.21749888623044267,-0.1088425406200054],[-0.22062651921154763,-0.13588248207271522,-0.9658467218385922,0.3943062289392758],[0,0,0,1]]},""phase"":""RIGID""}"
14,10.5,2.9701795552323067,0.3811406699671569,-0.84486322572709,1.3174940399507375,-0.18771393787801446,1.2031776509710006,0.23576784616675636,2.784762461903838,0.9120487528284552,-1.5135410755405145,3.5078254292587365,2.2193296261966275,"{""sample_index"":14,""time_from_start_s"":10.5,""object_pose"":{""translation_m"":[0.33568497565474353,0.0349039791340937,0.323165167990213],""matrix"":[[0.9875248981823934,0.11805239784966236,0.10420271988676033,0.33568497565474353],[-0.1321906869807971,0.9811073666679144,0.14125847707481312,0.0349039791340937],[-0.08555815417246049,-0.1532708923178032,0.9844733799462055,0.323165167990213],[0,0,0,1]],""rpy_rad"":[-0.1544482877381035,0.0856628832955054,-0.13306956477194326]},""left_target"":{""translation_m"":[0.3585177662389738,0.17936178419863325,0.29904495425416394],""matrix"":[[-0.12388657936536594,-0.9862646616982276,-0.109243455357425,0.3585177662389738],[-0.9803562782586324,0.1386790395825493,-0.14024867792369697,0.17936178419863325],[0.15347209235568543,0.08972257834983648,-0.9840712249640396,0.29904495425416394],[0,0,0,1]]},""right_target"":{""translation_m"":[0.31285218507051327,-0.10955382593044583,0.34728538172626205],""matrix"":[[0.09230941913545923,0.9908708585701929,-0.0982543270051923,0.31285218507051327],[0.9840308923152353,-0.10586156913100554,-0.14309623038502173,-0.10955382593044583],[-0.15219124189044517,-0.08347616316943711,-0.9848195550832414,0.34728538172626205],[0,0,0,1]]},""phase"":""RIGID""}"
15,11.25,2.983127144466066,0.3612447346273156,-0.8071566511669493,1.4162773184240807,-0.16986549502857728,1.3150755072695228,0.19448559608296584,2.7576086347855666,0.9719485990071365,-1.490172848062181,3.390082485038378,2.3388351555751563,"{""sample_index"":15,""time_from_start_s"":11.25,""object_pose"":{""translation_m"":[0.34435728482489975,0.0349039791340937,0.2867417461769805],""matrix"":[[0.978364870445146,0.19943667687085626,0.05501992545944129,0.34435728482489975],[-0.2029832997369074,0.9767550176686363,0.0689014911816793,0.0349039791340937],[-0.039999503831542896,-0.07857892451447712,0.9961051110778312,0.2867417461769805],[0,0,0,1]],""rpy_rad"":[-0.07872314871127821,0.04001017778812503,-0.20456972689330744]},""left_target"":{""translation_m"":[0.3792415174050301,0.17839614700592188,0.2739250946119668],""matrix"":[[-0.2052006670269547,-0.9768798526540418,-0.0599869963434618,0.3792415174050301],[-0.9755659132587252,0.2090714503529206,-0.06752982700256202,0.17839614700592188],[0.07851009577985862,0.04466410332631652,-0.9959122866672012,0.2739250946119668],[0,0,0,1]]},""right_target"":{""translation_m"":[0.3094730522447694,-0.10858818873773446,0.2995583977419942],""matrix"":[[0.17396293240985375,0.9835216693555633,-0.049214063593762146,0.3094730522447694],[0.9816008905813128,-0.17718449982005882,-0.0711712345929822,-0.10858818873773446],[-0.07871842069895958,-0.035927411979737485,-0.9962492817117109,0.2995583977419942],[0,0,0,1]]},""phase"":""RIGID""}"
16,12.0,2.9960503738745934,0.34056046439061044,-0.772472755245595,1.5116840739879287,-0.14018887515332307,1.4198042777496793,0.1523118334824817,2.7351261215529283,1.0241251504339006,-1.483595170783337,3.2687520651157134,2.447549152366456,"{""sample_index"":16,""time_from_start_s"":12,""object_pose"":{""translation_m"":[0.353029593995056,0.0349039791340937,0.250318324363748],""matrix"":[[0.9612616959383189,0.27563735581699916,0,0.353029593995056],[-0.27563735581699916,0.9612616959383189,0,0.0349039791340937],[0,0,1,0.250318324363748],[0,0,0,1]],""rpy_rad"":[0,0,-0.2792526803190927]},""left_target"":{""translation_m"":[0.3991592638814853,0.17576671133461547,0.2493577444484636],""matrix"":[[-0.28128278226172637,-0.9596126467320328,-0.004854341875565302,0.3991592638814853],[-0.9596248767776906,0.28127756797186926,0.001739432445595455,0.17576671133461547],[-0.0003037638960664171,0.005147619622029544,-0.9999867047814798,0.2493577444484636],[0,0,0,1]]},""right_target"":{""translation_m"":[0.3068999241086267,-0.10595875306642805,0.25127890427903243],""matrix"":[[0.25064736442843905,0.9680621448453506,0.005619824062793032,0.3068999241086267],[0.9680777049145933,-0.2506357107344969,-0.002701435156928339,-0.10595875306642805],[-0.001206628513995724,0.0061175339829908975,-0.9999805597238359,0.25127890427903243],[0,0,0,1]]},""phase"":""RIGID""}"
17,12.75,3.0013551364968287,0.3918545747142085,-0.9011339300250227,1.5032526913188125,-0.13050908620445256,1.2723211009374729,0.14507452971039206,2.712193967634042,1.0822471495337116,-1.4834185424196389,3.2595015699475063,2.412572533896147,"{""sample_index"":17,""time_from_start_s"":12.75,""object_pose"":{""translation_m"":[0.32300213884004636,0.034903979134093696,0.2392657129123711],""matrix"":[[0.9781476007338057,0.20791169081775934,0,0.32300213884004636],[-0.20791169081775934,0.9781476007338057,0,0.034903979134093696],[0,0,1,0.2392657129123711],[0,0,0,1]],""rpy_rad"":[0,0,-0.20943951023931953]},""left_target"":{""translation_m"":[0.35919335168883,0.178641419904969,0.23830513299708667],""matrix"":[[-0.21365754402020756,-0.9768960098395977,-0.004963853616455654,0.35919335168883],[-0.9769085738239522,0.21365319555695728,0.0013965735039936748,0.178641419904969],[-0.00030376389606641706,0.005147619622029544,-0.9999867047814798,0.23830513299708667],[0,0,0,1]]},""right_target"":{""translation_m"":[0.28681092599126273,-0.10883346163678163,0.2402262928276555],""matrix"":[[0.18250711304103595,0.9831874574903318,0.005794577044423165,0.28681092599126273],[0.9832037925766234,-0.1824965731504682,-0.002302835486976891,-0.10883346163678163],[-0.001206628513995724,0.0061175339829908975,-0.9999805597238359,0.2402262928276555],[0,0,0,1]]},""phase"":""RIGID""}"
18,13.5,3.006837405525816,0.4369415987053381,-1.0180409647198945,1.496745611641691,-0.1206382195118064,1.1305913296385208,0.13759519744808438,2.6912348363900285,1.137504824082993,-1.484003263063705,3.2503064166501066,2.376662310166157,"{""sample_index"":18,""time_from_start_s"":13.5,""object_pose"":{""translation_m"":[0.2929746836850367,0.03490397913409368,0.2282131014609942],""matrix"":[[0.9902680687415704,0.13917310096006547,0,0.2929746836850367],[-0.13917310096006547,0.9902680687415704,0,0.03490397913409368],[0,0,1,0.2282131014609942],[0,0,0,1]],""rpy_rad"":[0,0,-0.1396263401595464]},""left_target"":{""translation_m"":[0.3190511195451034,0.1808158541123239,0.22725252154570977],""matrix"":[[-0.1449913877010036,-0.9894200337844676,-0.005049181961491454,0.3190511195451034],[-0.9894328704970504,0.14498792624963597,0.001046910596663515,0.1808158541123239],[-0.0003037638960664171,0.005147619622029544,-0.9999867047814799,0.22725252154570977],[0,0,0,1]]},""right_target"":{""translation_m"":[0.26689824782497,-0.11100789584413653,0.2291736813762786],""matrix"":[[0.11347770534444779,0.9935227796720776,0.005941099429161718,0.26689824782497],[0.9935398101925197,-0.11346833060654171,-0.0018930166340131072,-0.11100789584413653],[-0.001206628513995724,0.0061175339829908975,-0.999980559723836,0.2291736813762786],[0,0,0,1]]},""phase"":""RIGID""}"
19,14.25,3.012559085897287,0.4769825328827799,-1.126228345562894,1.4918697038055015,-0.11061227668396544,0.9926972443418633,0.12986487981504286,2.6721239071367147,1.1903374896146472,-1.4853056999607324,3.2411713391953234,2.340145435458337,"{""sample_index"":19,""time_from_start_s"":14.25,""object_pose"":{""translation_m"":[0.26294722853002706,0.034903979134093675,0.21716049000961726],""matrix"":[[0.9975640502598243,0.06975647374412532,0,0.26294722853002706],[-0.06975647374412532,0.9975640502598243,0,0.034903979134093675],[0,0,1,0.21716049000961726],[0,0,0,1]],""rpy_rad"":[0,0,-0.0698131700797732]},""left_target"":{""translation_m"":[0.27878184562706065,0.18227942033179523,0.21619991009433284],""matrix"":[[-0.07561884791540356,-0.9971237027808936,-0.005109911199552864,0.27878184562706065],[-0.997136749682531,0.07561629033976175,0.0006921472461414957,0.18227942033179523],[-0.00030376389606641706,0.005147619622029544,-0.9999867047814798,0.21619991009433284],[0,0,0,1]]},""right_target"":{""translation_m"":[0.24711261143299343,-0.11247146206360786,0.21812106992490168],""matrix"":[[0.04389544567416049,0.9990177587398217,0.00605867737467862,0.24711261143299343],[0.9990354017234305,-0.04388728176169685,-0.0014739751942937768,-0.11247146206360786],[-0.001206628513995724,0.0061175339829908975,-0.9999805597238359,0.21812106992490168],[0,0,0,1]]},""phase"":""RIGID""}"
20,15.0,3.0185759235143834,0.5126339624068771,-1.2275881102036834,1.4884623430251906,-0.10046074923038875,0.8573705868919215,0.12187716944530515,2.6547686604527807,1.241120417736748,-1.4872976325033074,3.2321044171659192,2.303315140676279,"{""sample_index"":20,""time_from_start_s"":15,""object_pose"":{""translation_m"":[0.2329197733750174,0.03490397913409367,0.20610787855824036],""matrix"":[[1,-3.090263621886922e-17,0,0.2329197733750174],[3.090263621886922e-17,1,0,0.03490397913409367],[0,0,1,0.20610787855824036],[0,0,0,1]],""rpy_rad"":[0,0,3.090263621886922e-17]},""left_target"":{""translation_m"":[0.23843542704621137,0.18302498821587887,0.20514729864295594],""matrix"":[[-0.005877900703939697,-0.9999694853278952,-0.00514574546389653,0.23843542704621137],[-0.999982678855394,0.005876259464275118,0.0003340118238106726,0.18302498821587887],[-0.0003037638960664171,0.005147619622029545,-0.9999867047814799,0.20514729864295594],[0,0,0,1]]},""right_target"":{""translation_m"":[0.22740411970382343,-0.11321702994769155,0.20706845847352479],""matrix"":[[-0.025900668195096576,0.9996456237078992,0.006146738053042209,0.22740411970382343],[0.9996637931998321,0.025907581508356894,-0.0010477526955913164,-0.11321702994769155],[-0.001206628513995724,0.0061175339829908975,-0.9999805597238359,0.20706845847352479],[0,0,0,1]]},""phase"":""RIGID""}"
21,15.75,3.0245373506589615,0.5460230649389141,-1.3290739626337083,1.4860593863988432,-0.09042371195190035,0.7895673904409917,0.11614275880117593,2.623341409864736,1.3416535572637673,-1.485484612236449,3.222248809612987,2.372086223825599,"{""sample_index"":21,""time_from_start_s"":15.75,""object_pose"":{""translation_m"":[0.1899612597335553,0.03490397913409367,0.1951880183013251],""matrix"":[[1,0,0,0.1899612597335553],[0,1,0,0.03490397913409367],[0,0,1,0.1951880183013251],[0,0,0,1]],""rpy_rad"":[0,0,0]},""left_target"":{""translation_m"":[0.19547691340474926,0.18302498821587887,0.19422743838604067],""matrix"":[[-0.005877900703939728,-0.9999694853278952,-0.00514574546389653,0.19547691340474926],[-0.999982678855394,0.00587625946427515,0.0003340118238106728,0.18302498821587887],[-0.0003037638960664171,0.005147619622029545,-0.9999867047814799,0.19422743838604067],[0,0,0,1]]},""right_target"":{""translation_m"":[0.18444560606236132,-0.11321702994769155,0.19614859821660952],""matrix"":[[-0.025900668195096545,0.9996456237078992,0.006146738053042209,0.18444560606236132],[0.9996637931998321,0.025907581508356863,-0.0010477526955913166,-0.11321702994769155],[-0.001206628513995724,0.0061175339829908975,-0.9999805597238359,0.19614859821660952],[0,0,0,1]]},""phase"":""RIGID""}"
22,16.5,3.030894917951758,0.5760538386323467,-1.425605964143283,1.485049579979376,-0.08041906699697758,0.7234376809981945,0.11002650127512836,2.595364679325653,1.4373733235763673,-1.4850119350197102,3.212467415403836,2.439432127397235,"{""sample_index"":22,""time_from_start_s"":16.5,""object_pose"":{""translation_m"":[0.1470027460920932,0.03490397913409367,0.18426815804440985],""matrix"":[[1,0,0,0.1470027460920932],[0,1,0,0.03490397913409367],[0,0,1,0.18426815804440985],[0,0,0,1]],""rpy_rad"":[0,0,0]},""left_target"":{""translation_m"":[0.15251839976328718,0.18302498821587887,0.18330757812912543],""matrix"":[[-0.005877900703939728,-0.9999694853278952,-0.00514574546389653,0.15251839976328718],[-0.999982678855394,0.00587625946427515,0.0003340118238106728,0.18302498821587887],[-0.0003037638960664171,0.005147619622029545,-0.9999867047814799,0.18330757812912543],[0,0,0,1]]},""right_target"":{""translation_m"":[0.14148709242089924,-0.11321702994769155,0.18522873795969427],""matrix"":[[-0.025900668195096545,0.9996456237078992,0.006146738053042209,0.14148709242089924],[0.9996637931998321,0.025907581508356863,-0.0010477526955913166,-0.11321702994769155],[-0.001206628513995724,0.0061175339829908975,-0.9999805597238359,0.18522873795969427],[0,0,0,1]]},""phase"":""RIGID""}"
23,17.25,3.0377120022915376,0.6029286013256158,-1.5180788109343948,1.4854015335795012,-0.07049334930754864,0.6582648436945774,0.10346433899732278,2.5706764382335128,1.5291272827667846,-1.485855274584517,3.2028082955357173,2.506061446340507,"{""sample_index"":23,""time_from_start_s"":17.25,""object_pose"":{""translation_m"":[0.10404423245063113,0.03490397913409367,0.1733482977874946],""matrix"":[[1,0,0,0.10404423245063113],[0,1,0,0.03490397913409367],[0,0,1,0.1733482977874946],[0,0,0,1]],""rpy_rad"":[0,0,0]},""left_target"":{""translation_m"":[0.1095598861218251,0.18302498821587887,0.1723877178722102],""matrix"":[[-0.005877900703939728,-0.9999694853278952,-0.00514574546389653,0.1095598861218251],[-0.999982678855394,0.00587625946427515,0.0003340118238106728,0.18302498821587887],[-0.0003037638960664171,0.005147619622029545,-0.9999867047814799,0.1723877178722102],[0,0,0,1]]},""right_target"":{""translation_m"":[0.09852857877943716,-0.11321702994769155,0.17430887770277903],""matrix"":[[-0.025900668195096545,0.9996456237078992,0.006146738053042209,0.09852857877943716],[0.9996637931998321,0.025907581508356863,-0.0010477526955913166,-0.11321702994769155],[-0.001206628513995724,0.0061175339829908975,-0.9999805597238359,0.17430887770277903],[0,0,0,1]]},""phase"":""RIGID""}"
24,18.0,3.0450602804554845,0.626721745147001,-1.607181010422846,1.4871193826507771,-0.06070293041925891,0.5934121097960219,0.09638667246286234,2.5492405555959423,1.6175774485263057,-1.4880238610454466,3.193331201064551,2.5726212919769362,"{""sample_index"":24,""time_from_start_s"":18,""object_pose"":{""translation_m"":[0.06108571880916903,0.03490397913409367,0.16242843753057934],""matrix"":[[1,0,0,0.06108571880916903],[0,1,0,0.03490397913409367],[0,0,1,0.16242843753057934],[0,0,0,1]],""rpy_rad"":[0,0,0]},""left_target"":{""translation_m"":[0.06660137248036299,0.18302498821587887,0.16146785761529492],""matrix"":[[-0.005877900703939728,-0.9999694853278952,-0.00514574546389653,0.06660137248036299],[-0.999982678855394,0.00587625946427515,0.0003340118238106728,0.18302498821587887],[-0.0003037638960664171,0.005147619622029545,-0.9999867047814799,0.16146785761529492],[0,0,0,1]]},""right_target"":{""translation_m"":[0.055570065137975064,-0.11321702994769155,0.16338901744586376],""matrix"":[[-0.025900668195096545,0.9996456237078992,0.006146738053042209,0.055570065137975064],[0.9996637931998321,0.025907581508356863,-0.0010477526955913166,-0.11321702994769155],[-0.001206628513995724,0.0061175339829908975,-0.9999805597238359,0.16338901744586376],[0,0,0,1]]},""phase"":""RIGID""}"
