receive_wall_iso,receive_monotonic_ns,elapsed_sec,side,cycle,completed_cycles,step_index,step_name,sequence_status,motion_state,power_state,servo_state,collision_state
2026-07-17T09:57:22.703+07:00,3540204956484,0.043902573,right,,,,,,0,1,1,0
2026-07-17T09:57:22.738+07:00,3540239752582,0.078698671,left,,,,,,0,1,1,0
2026-07-17T09:57:22.763+07:00,3540264679916,0.103626005,right,,,,,,0,1,1,0
2026-07-17T09:57:22.804+07:00,3540305340684,0.144286773,left,,,,,,0,1,1,0
2026-07-17T09:57:22.825+07:00,3540326442897,0.165388986,right,,,,,,0,1,1,0
2026-07-17T09:57:22.868+07:00,3540369706057,0.208652146,left,,,,,,0,1,1,0
2026-07-17T09:57:22.925+07:00,3540426675761,0.265621850,right,,,,,,0,1,1,0
2026-07-17T09:57:22.934+07:00,3540435526523,0.274472612,left,,,,,,0,1,1,0
2026-07-17T09:57:22.946+07:00,3540447574050,0.286520139,right,,,,,,0,1,1,0
2026-07-17T09:57:22.995+07:00,3540496917670,0.335863759,left,,,,,,0,1,1,0
2026-07-17T09:57:23.006+07:00,3540507282808,0.346228897,right,,,,,,0,1,1,0
2026-07-17T09:57:23.063+07:00,3540564635613,0.403581702,left,,,,,,0,1,1,0
2026-07-17T09:57:23.074+07:00,3540575128240,0.414074329,right,,,,,,0,1,1,0
2026-07-17T09:57:23.129+07:00,3540629979421,0.468925510,left,,,,,,0,1,1,0
2026-07-17T09:57:23.138+07:00,3540639177042,0.478123131,right,,,,,,0,1,1,0
2026-07-17T09:57:23.200+07:00,3540701782947,0.540729036,left,,,,,,0,1,1,0
2026-07-17T09:57:23.201+07:00,3540702627599,0.541573688,right,,,,,,0,1,1,0
2026-07-17T09:57:23.265+07:00,3540766835810,0.605781899,right,,,,,,0,1,1,0
2026-07-17T09:57:23.267+07:00,3540768192670,0.607138759,left,,,,,,0,1,1,0
2026-07-17T09:57:23.331+07:00,3540832686719,0.671632808,right,,,,,,0,1,1,0
2026-07-17T09:57:23.331+07:00,3540832887095,0.671833184,left,,,,,,0,1,1,0
2026-07-17T09:57:23.393+07:00,3540894244290,0.733190379,right,,,,,,0,1,1,0
2026-07-17T09:57:23.395+07:00,3540896933041,0.735879130,left,,,,,,0,1,1,0
2026-07-17T09:57:23.454+07:00,3540955392194,0.794338283,right,,,,,,0,1,1,0
2026-07-17T09:57:23.462+07:00,3540963362616,0.802308705,left,,,,,,0,1,1,0
2026-07-17T09:57:23.524+07:00,3541025450668,0.864396757,left,,,,,,0,1,1,0
2026-07-17T09:57:23.529+07:00,3541030330832,0.869276921,right,,,,,,0,1,1,0
2026-07-17T09:57:23.588+07:00,3541089119754,0.928065843,left,,,,,,0,1,1,0
2026-07-17T09:57:23.602+07:00,3541103269495,0.942215584,right,,,,,,0,1,1,0
2026-07-17T09:57:23.650+07:00,3541151832549,0.990778638,left,,,,,,0,1,1,0
2026-07-17T09:57:23.665+07:00,3541166240670,1.005186759,right,,,,,,0,1,1,0
2026-07-17T09:57:23.723+07:00,3541224614061,1.063560150,left,,,,,,0,1,1,0
2026-07-17T09:57:23.740+07:00,3541241227506,1.080173595,right,,,,,,0,1,1,0
2026-07-17T09:57:23.778+07:00,3541279748141,1.118694230,left,,,,,,0,1,1,0
2026-07-17T09:57:23.804+07:00,3541305777458,1.144723547,right,,,,,,0,1,1,0
2026-07-17T09:57:23.845+07:00,3541346478886,1.185424975,left,,,,,,0,1,1,0
2026-07-17T09:57:23.869+07:00,3541370220330,1.209166419,right,,,,,,0,1,1,0
2026-07-17T09:57:23.923+07:00,3541424879350,1.263825439,left,,,,,,0,1,1,0
2026-07-17T09:57:23.931+07:00,3541432821958,1.271768047,right,,,,,,0,1,1,0
2026-07-17T09:57:23.978+07:00,3541479894191,1.318840280,left,,,,,,0,1,1,0
2026-07-17T09:57:23.996+07:00,3541497622422,1.336568511,right,,,,,,0,1,1,0
2026-07-17T09:57:24.044+07:00,3541545006253,1.383952342,left,,,,,,0,1,1,0
2026-07-17T09:57:24.058+07:00,3541559468581,1.398414670,right,,,,,,0,1,1,0
2026-07-17T09:57:24.124+07:00,3541625744593,1.464690682,left,,,,,,0,1,1,0
2026-07-17T09:57:24.127+07:00,3541628775737,1.467721826,right,,,,,,0,1,1,0
2026-07-17T09:57:24.174+07:00,3541674985092,1.513931181,left,,,,,,0,1,1,0
2026-07-17T09:57:24.188+07:00,3541689534993,1.528481082,right,,,,,,0,1,1,0
2026-07-17T09:57:24.239+07:00,3541740143824,1.579089913,left,,,,,,0,1,1,0
2026-07-17T09:57:24.253+07:00,3541754053268,1.592999357,right,,,,,,0,1,1,0
2026-07-17T09:57:24.324+07:00,3541825222949,1.664169038,left,,,,,,0,1,1,0
2026-07-17T09:57:24.325+07:00,3541826929569,1.665875658,right,,,,,,0,1,1,0
2026-07-17T09:57:24.374+07:00,3541875732205,1.714678294,left,,,,,,0,1,1,0
2026-07-17T09:57:24.387+07:00,3541887971972,1.726918061,right,,,,,,0,1,1,0
2026-07-17T09:57:24.436+07:00,3541937172954,1.776119043,left,,,,,,0,1,1,0
2026-07-17T09:57:24.454+07:00,3541955076666,1.794022755,right,,,,,,0,1,1,0
2026-07-17T09:57:24.524+07:00,3542025385144,1.864331233,left,,,,,,0,1,1,0
2026-07-17T09:57:24.530+07:00,3542031901697,1.870847786,right,,,,,,0,1,1,0
2026-07-17T09:57:24.574+07:00,3542075253083,1.914199172,left,,,,,,0,1,1,0
2026-07-17T09:57:24.597+07:00,3542098899907,1.937845996,right,,,,,,0,1,1,0
2026-07-17T09:57:24.636+07:00,3542137093152,1.976039241,left,,,,,,0,1,1,0
2026-07-17T09:57:24.660+07:00,3542161480296,2.000426385,right,,,,,,0,1,1,0
2026-07-17T09:57:24.734+07:00,3542235266566,2.074212655,left,,,,,,0,1,1,0
2026-07-17T09:57:24.755+07:00,3542256933796,2.095879885,right,,,,,,0,1,1,0
2026-07-17T09:57:24.800+07:00,3542301560242,2.140506331,left,,,,,,0,1,1,0
2026-07-17T09:57:24.820+07:00,3542321572705,2.160518794,right,,,,,,0,1,1,0
2026-07-17T09:57:24.863+07:00,3542364772810,2.203718899,left,,,,,,0,1,1,0
2026-07-17T09:57:24.924+07:00,3542425329374,2.264275463,right,,,,,,0,1,1,0
2026-07-17T09:57:24.924+07:00,3542425534069,2.264480158,left,,,,,,0,1,1,0
2026-07-17T09:57:24.950+07:00,3542451737457,2.290683546,right,,,,,,0,1,1,0
2026-07-17T09:57:24.990+07:00,3542491377229,2.330323318,left,,,,,,0,1,1,0
2026-07-17T09:57:25.015+07:00,3542516554766,2.355500855,right,,,,,,0,1,1,0
2026-07-17T09:57:25.056+07:00,3542557420270,2.396366359,left,,,,,,0,1,1,0
2026-07-17T09:57:25.124+07:00,3542625415203,2.464361292,left,,,,,,0,1,1,0
2026-07-17T09:57:25.124+07:00,3542625455583,2.464401672,right,,,,,,0,1,1,0
2026-07-17T09:57:25.154+07:00,3542655424270,2.494370359,right,,,,,,0,1,1,0
2026-07-17T09:57:25.218+07:00,3542719570145,2.558516234,right,,,,,,0,1,1,0
2026-07-17T09:57:25.227+07:00,3542728072658,2.567018747,left,,,,,,0,1,1,0
2026-07-17T09:57:25.334+07:00,3542835081501,2.674027590,left,,,,,,0,1,1,0
2026-07-17T09:57:25.334+07:00,3542835187050,2.674133139,right,,,,,,0,1,1,0
2026-07-17T09:57:25.354+07:00,3542855544570,2.694490659,left,,,,,,0,1,1,0
2026-07-17T09:57:25.361+07:00,3542862339462,2.701285551,right,,,,,,0,1,1,0
2026-07-17T09:57:25.419+07:00,3542920621186,2.759567275,left,,,,,,0,1,1,0
2026-07-17T09:57:25.423+07:00,3542924288732,2.763234821,right,,,,,,0,1,1,0
2026-07-17T09:57:25.523+07:00,3543024884566,2.863830655,left,,,,,,0,1,1,0
2026-07-17T09:57:25.524+07:00,3543024988344,2.863934433,right,,,,,,0,1,1,0
2026-07-17T09:57:25.549+07:00,3543050671425,2.889617514,left,,,,,,0,1,1,0
2026-07-17T09:57:25.553+07:00,3543054893584,2.893839673,right,,,,,,0,1,1,0
2026-07-17T09:57:25.619+07:00,3543120215847,2.959161936,right,,,,,,0,1,1,0
2026-07-17T09:57:25.619+07:00,3543120358186,2.959304275,left,,,,,,0,1,1,0
2026-07-17T09:57:25.723+07:00,3543224739653,3.063685742,left,,,,,,0,1,1,0
2026-07-17T09:57:25.723+07:00,3543224842184,3.063788273,right,,,,,,0,1,1,0
2026-07-17T09:57:25.744+07:00,3543245507694,3.084453783,left,,,,,,0,1,1,0
2026-07-17T09:57:25.761+07:00,3543262951901,3.101897990,right,,,,,,0,1,1,0
2026-07-17T09:57:25.817+07:00,3543318937988,3.157884077,left,,,,,,0,1,1,0
2026-07-17T09:57:25.825+07:00,3543326343355,3.165289444,right,,,,,,0,1,1,0
2026-07-17T09:57:25.879+07:00,3543380862276,3.219808365,left,,,,,,0,1,1,0
2026-07-17T09:57:25.924+07:00,3543425286437,3.264232526,right,,,,,,0,1,1,0
2026-07-17T09:57:25.942+07:00,3543443028369,3.281974458,left,,,,,,0,1,1,0
2026-07-17T09:57:25.955+07:00,3543456766462,3.295712551,right,,,,,,0,1,1,0
2026-07-17T09:57:26.006+07:00,3543507077802,3.346023891,left,,,,,,0,1,1,0
2026-07-17T09:57:26.019+07:00,3543520688833,3.359634922,right,,,,,,0,1,1,0
2026-07-17T09:57:26.069+07:00,3543570548051,3.409494140,left,,,,,,0,1,1,0
2026-07-17T09:57:26.123+07:00,3543624360802,3.463306891,right,,,,,,0,1,1,0
2026-07-17T09:57:26.130+07:00,3543631639398,3.470585487,left,,,,,,0,1,1,0
2026-07-17T09:57:26.143+07:00,3543644325710,3.483271799,right,,,,,,0,1,1,0
2026-07-17T09:57:26.207+07:00,3543708538559,3.547484648,right,,,,,,0,1,1,0
2026-07-17T09:57:26.235+07:00,3543736128308,3.575074397,left,,,,,,0,1,1,0
2026-07-17T09:57:26.269+07:00,3543770141409,3.609087498,right,,,,,,0,1,1,0
2026-07-17T09:57:26.324+07:00,3543825134965,3.664081054,left,,,,,,0,1,1,0
2026-07-17T09:57:26.335+07:00,3543836101854,3.675047943,right,,,,,,0,1,1,0
2026-07-17T09:57:26.369+07:00,3543870872329,3.709818418,left,,,,,,0,1,1,0
2026-07-17T09:57:26.405+07:00,3543906532578,3.745478667,right,,,,,,0,1,1,0
2026-07-17T09:57:26.437+07:00,3543938267493,3.777213582,left,,,,,,0,1,1,0
2026-07-17T09:57:26.523+07:00,3544024779756,3.863725845,left,,,,,,0,1,1,0
2026-07-17T09:57:26.523+07:00,3544024815768,3.863761857,right,,,,,,0,1,1,0
2026-07-17T09:57:26.561+07:00,3544062157491,3.901103580,right,,,,,,0,1,1,0
2026-07-17T09:57:26.590+07:00,3544091442724,3.930388813,left,,,,,,0,1,1,0
2026-07-17T09:57:26.629+07:00,3544129990345,3.968936434,right,,,,,,0,1,1,0
2026-07-17T09:57:26.650+07:00,3544151884593,3.990830682,left,,,,,,0,1,1,0
2026-07-17T09:57:26.725+07:00,3544226056921,4.065003010,right,,,,,,0,1,1,0
2026-07-17T09:57:26.744+07:00,3544245126798,4.084072887,left,,,,,,0,1,1,0
2026-07-17T09:57:26.764+07:00,3544265606098,4.104552187,right,,,,,,0,1,1,0
2026-07-17T09:57:26.807+07:00,3544308438148,4.147384237,left,,,,,,0,1,1,0
2026-07-17T09:57:26.828+07:00,3544329192324,4.168138413,right,,,,,,0,1,1,0
2026-07-17T09:57:26.877+07:00,3544378707886,4.217653975,left,,,,,,0,1,1,0
2026-07-17T09:57:26.924+07:00,3544425256967,4.264203056,right,,,,,,0,1,1,0
2026-07-17T09:57:26.938+07:00,3544439637963,4.278584052,left,,,,,,0,1,1,0
2026-07-17T09:57:26.957+07:00,3544457995077,4.296941166,right,,,,,,0,1,1,0
2026-07-17T09:57:27.001+07:00,3544502944507,4.341890596,left,,,,,,0,1,1,0
2026-07-17T09:57:27.019+07:00,3544520890236,4.359836325,right,,,,,,0,1,1,0
2026-07-17T09:57:27.063+07:00,3544564096258,4.403042347,left,,,,,,0,1,1,0
2026-07-17T09:57:27.124+07:00,3544625035160,4.463981249,right,,,,,,0,1,1,0
2026-07-17T09:57:27.133+07:00,3544634079647,4.473025736,left,,,,,,0,1,1,0
2026-07-17T09:57:27.146+07:00,3544647562927,4.486509016,right,,,,,,0,1,1,0
2026-07-17T09:57:27.227+07:00,3544728301862,4.567247951,left,,,,,,0,1,1,0
2026-07-17T09:57:27.246+07:00,3544747471187,4.586417276,right,,,,,,0,1,1,0
2026-07-17T09:57:27.324+07:00,3544825494472,4.664440561,left,,,,,,0,1,1,0
2026-07-17T09:57:27.324+07:00,3544825529016,4.664475105,right,,,,,,0,1,1,0
2026-07-17T09:57:27.368+07:00,3544869418525,4.708364614,left,,,,,,0,1,1,0
2026-07-17T09:57:27.382+07:00,3544883482954,4.722429043,right,,,,,,0,1,1,0
2026-07-17T09:57:27.430+07:00,3544931087475,4.770033564,left,,,,,,0,1,1,0
2026-07-17T09:57:27.443+07:00,3544944161921,4.783108010,right,,,,,,0,1,1,0
2026-07-17T09:57:27.523+07:00,3545024841790,4.863787879,left,,,,,,0,1,1,0
2026-07-17T09:57:27.523+07:00,3545024875874,4.863821963,right,,,,,,0,1,1,0
2026-07-17T09:57:27.574+07:00,3545075699958,4.914646047,left,,,,,,0,1,1,0
2026-07-17T09:57:27.586+07:00,3545087568075,4.926514164,right,,,,,,0,1,1,0
2026-07-17T09:57:27.638+07:00,3545139060331,4.978006420,left,,,,,,0,1,1,0
2026-07-17T09:57:27.648+07:00,3545149862574,4.988808663,right,,,,,,0,1,1,0
2026-07-17T09:57:27.728+07:00,3545229734492,5.068680581,right,,,,,,0,1,1,0
2026-07-17T09:57:27.740+07:00,3545240974675,5.079920764,left,,,,,,0,1,1,0
2026-07-17T09:57:27.796+07:00,3545297032446,5.135978535,right,,,,,,0,1,1,0
2026-07-17T09:57:27.804+07:00,3545305824087,5.144770176,left,,,,,,0,1,1,0
2026-07-17T09:57:27.859+07:00,3545359998064,5.198944153,right,,,,,,0,1,1,0
2026-07-17T09:57:27.868+07:00,3545369630818,5.208576907,left,,,,,,0,1,1,0
