time_sec,relative_position_error_m,relative_orientation_error_deg,relative_jacobian_rank,relative_jacobian_condition_number,x_dot_rel_norm,scale,left_qdot_1,left_qdot_2,left_qdot_3,left_qdot_4,left_qdot_5,left_qdot_6,right_qdot_1,right_qdot_2,right_qdot_3,right_qdot_4,right_qdot_5,right_qdot_6
1.0156476110000001,0.0,0.0,6,7.1348676999153655,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5155557460000002,0.0,0.0,6,7.1348676999153655,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.015449449,0.0,0.0,6,7.1348676999153655,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.51553491,0.0,0.0,6,7.1348676999153655,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.015801396,0.0,0.0,6,7.1348676999153655,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.516641642,0.0,0.0,6,7.1348676999153655,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.015520059,0.0,0.0,6,7.1348676999153655,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
