observation_index,capture_wall_time_ms,execution_state,timeline_s,commanded_json,actual_json,torque_json
48,1788495155103,RUNNING,2.832,"{""left"":{""valid"":true,""status"":""VALID"",""sample_index"":118,""time_from_start_s"":2.832,""joints_rad"":[3.028960178802781,0.6251482864387705,-1.6017549918003895,1.4739919679571876,-0.07008973594878345,0.5962106461159294],""source"":""LATEST SUCCESSFUL PHASE5 SERVO_J COMMAND \u2014 DRIVER MEMORY"",""error"":null},""right"":{""valid"":true,""status"":""VALID"",""sample_index"":118,""time_from_start_s"":2.832,""joints_rad"":[0.11255182921304711,2.55064318502017,1.6120313007383262,-1.47444109163029,3.2021485866813615,2.569465213340884],""source"":""LATEST SUCCESSFUL PHASE5 SERVO_J COMMAND \u2014 DRIVER MEMORY"",""error"":null}}","{""left"":{""valid"":true,""fresh"":true,""status"":""FRESH"",""joints_rad"":[3.031565875813594,0.6253797453234506,-1.6026615010802578,1.4760338495907896,-0.06856473606582164,0.5957147330931534],""received_at_ms"":1788495155017,""age_ms"":86,""source"":""jaka_port10000_actual_feedback"",""mapping"":""port10000_joint_actual_position_deg_to_rad"",""error"":null},""right"":{""valid"":true,""fresh"":true,""status"":""FRESH"",""joints_rad"":[0.11010514305961347,2.5505382986653147,1.6128744697312278,-1.4765392969421671,3.200785669704106,2.5700390369307726],""received_at_ms"":1788495155018,""age_ms"":85,""source"":""jaka_port10000_actual_feedback"",""mapping"":""port10000_joint_actual_position_deg_to_rad"",""error"":null}}","{""left"":{""values"":[-120.16989595300402,-10.271411003923276,3.082275390625,-6.386474609375,-0.0123291015625,0.64111328125],""received_at_ms"":1788495150177,""valid"":true,""status"":""STALE"",""error"":""Torque sample age 4926 ms exceeds 1500 ms"",""source"":""/left_jaka_driver/joint_torque_raw"",""age_ms"":4926,""fresh"":false},""right"":{""values"":[120.89955902978545,0.4490234318654984,-3.920654296875,8.359130859375,-0.2589111328125,0.2095947265625],""received_at_ms"":1788495149809,""valid"":true,""status"":""STALE"",""error"":""Torque sample age 5294 ms exceeds 1500 ms"",""source"":""/right_jaka_driver/joint_torque_raw"",""age_ms"":5294,""fresh"":false}}"
49,1788495155205,RUNNING,2.928,"{""left"":{""valid"":true,""status"":""VALID"",""sample_index"":122,""time_from_start_s"":2.928,""joints_rad"":[3.027613859209375,0.6250152170573858,-1.6012963047346995,1.472894364333155,-0.07087559668744997,0.5964472431992525],""source"":""LATEST SUCCESSFUL PHASE5 SERVO_J COMMAND \u2014 DRIVER MEMORY"",""error"":null},""right"":{""valid"":true,""status"":""VALID"",""sample_index"":122,""time_from_start_s"":2.928,""joints_rad"":[0.1139050450144537,2.5507619206042427,1.6115628420019519,-1.4733050013307152,3.202891298185036,2.569199534591419],""source"":""LATEST SUCCESSFUL PHASE5 SERVO_J COMMAND \u2014 DRIVER MEMORY"",""error"":null}}","{""left"":{""valid"":true,""fresh"":true,""status"":""FRESH"",""joints_rad"":[3.0302116748469716,0.6252718839756773,-1.6021941019065737,1.4749552361130571,-0.06940371583725531,0.5959543667994522],""received_at_ms"":1788495155138,""age_ms"":67,""source"":""jaka_port10000_actual_feedback"",""mapping"":""port10000_joint_actual_position_deg_to_rad"",""error"":null},""right"":{""valid"":true,""fresh"":true,""status"":""FRESH"",""joints_rad"":[0.11251404649321604,2.5507060248064315,1.6120234471879553,-1.4744059809974546,3.2021878672251582,2.5695597695181753],""received_at_ms"":1788495155202,""age_ms"":3,""source"":""jaka_port10000_actual_feedback"",""mapping"":""port10000_joint_actual_position_deg_to_rad"",""error"":null}}","{""left"":{""values"":[-120.16989595300402,-10.271411003923276,3.082275390625,-6.386474609375,-0.0123291015625,0.64111328125],""received_at_ms"":1788495150177,""valid"":true,""status"":""STALE"",""error"":""Torque sample age 5028 ms exceeds 1500 ms"",""source"":""/left_jaka_driver/joint_torque_raw"",""age_ms"":5028,""fresh"":false},""right"":{""values"":[120.89955902978545,0.4490234318654984,-3.920654296875,8.359130859375,-0.2589111328125,0.2095947265625],""received_at_ms"":1788495149809,""valid"":true,""status"":""STALE"",""error"":""Torque sample age 5396 ms exceeds 1500 ms"",""source"":""/right_jaka_driver/joint_torque_raw"",""age_ms"":5396,""fresh"":false}}"
50,1788495155318,RUNNING,3.024,"{""left"":{""valid"":true,""status"":""VALID"",""sample_index"":126,""time_from_start_s"":3.024,""joints_rad"":[3.0262185937451958,0.6248770795646884,-1.6008201882096698,1.4717571102142806,-0.071690362555475,0.5966927965667858],""source"":""LATEST SUCCESSFUL PHASE5 SERVO_J COMMAND \u2014 DRIVER MEMORY"",""error"":null},""right"":{""valid"":true,""status"":""VALID"",""sample_index"":126,""time_from_start_s"":3.024,""joints_rad"":[0.11530745017083727,2.5508851851425685,1.6110765935352367,-1.4721278672212361,3.203661367174108,2.568923820314051],""source"":""LATEST SUCCESSFUL PHASE5 SERVO_J COMMAND \u2014 DRIVER MEMORY"",""error"":null}}","{""left"":{""valid"":true,""fresh"":true,""status"":""FRESH"",""joints_rad"":[3.027455276359297,0.6250202074975397,-1.6011516167443576,1.472582460994971,-0.07110541185794979,0.5965175845490708],""received_at_ms"":1788495155317,""age_ms"":1,""source"":""jaka_port10000_actual_feedback"",""mapping"":""port10000_joint_actual_position_deg_to_rad"",""error"":null},""right"":{""valid"":true,""fresh"":true,""status"":""FRESH"",""joints_rad"":[0.11349666686208885,2.5507660641327004,1.6116520411231312,-1.473531221976355,3.2027631277466155,2.5693201358118762],""received_at_ms"":1788495155274,""age_ms"":44,""source"":""jaka_port10000_actual_feedback"",""mapping"":""port10000_joint_actual_position_deg_to_rad"",""error"":null}}","{""left"":{""values"":[-120.16989595300402,-10.271411003923276,3.082275390625,-6.386474609375,-0.0123291015625,0.64111328125],""received_at_ms"":1788495150177,""valid"":true,""status"":""STALE"",""error"":""Torque sample age 5141 ms exceeds 1500 ms"",""source"":""/left_jaka_driver/joint_torque_raw"",""age_ms"":5141,""fresh"":false},""right"":{""values"":[120.89955902978545,0.4490234318654984,-3.920654296875,8.359130859375,-0.2589111328125,0.2095947265625],""received_at_ms"":1788495149809,""valid"":true,""status"":""STALE"",""error"":""Torque sample age 5509 ms exceeds 1500 ms"",""source"":""/right_jaka_driver/joint_torque_raw"",""age_ms"":5509,""fresh"":false}}"
51,1788495155410,RUNNING,3.12,"{""left"":{""valid"":true,""status"":""VALID"",""sample_index"":130,""time_from_start_s"":3.12,""joints_rad"":[3.024776182307878,0.624734026322445,-1.6003271720525583,1.4705817003404318,-0.07253301931651948,0.5969470290328851],""source"":""LATEST SUCCESSFUL PHASE5 SERVO_J COMMAND \u2014 DRIVER MEMORY"",""error"":null},""right"":{""valid"":true,""status"":""VALID"",""sample_index"":130,""time_from_start_s"":3.12,""joints_rad"":[0.11675723478273725,2.5510128434716326,1.6105730977201653,-1.4709112361303123,3.2044578394073215,2.5686383842172744],""source"":""LATEST SUCCESSFUL PHASE5 SERVO_J COMMAND \u2014 DRIVER MEMORY"",""error"":null}}","{""left"":{""valid"":true,""fresh"":true,""status"":""FRESH"",""joints_rad"":[3.0264845242293377,0.624936431693444,-1.6008399009399512,1.471863385343149,-0.07168067237940712,0.5966734424512738],""received_at_ms"":1788495155388,""age_ms"":22,""source"":""jaka_port10000_actual_feedback"",""mapping"":""port10000_joint_actual_position_deg_to_rad"",""error"":null},""right"":{""valid"":true,""fresh"":true,""status"":""FRESH"",""joints_rad"":[0.11530639876348177,2.5509097047301394,1.6110767806016737,-1.4720571168901204,3.2037097943328976,2.568900558659697],""received_at_ms"":1788495155385,""age_ms"":25,""source"":""jaka_port10000_actual_feedback"",""mapping"":""port10000_joint_actual_position_deg_to_rad"",""error"":null}}","{""left"":{""values"":[-120.16989595300402,-10.271411003923276,3.082275390625,-6.386474609375,-0.0123291015625,0.64111328125],""received_at_ms"":1788495150177,""valid"":true,""status"":""STALE"",""error"":""Torque sample age 5233 ms exceeds 1500 ms"",""source"":""/left_jaka_driver/joint_torque_raw"",""age_ms"":5233,""fresh"":false},""right"":{""values"":[120.89955902978545,0.4490234318654984,-3.920654296875,8.359130859375,-0.2589111328125,0.2095947265625],""received_at_ms"":1788495149809,""valid"":true,""status"":""STALE"",""error"":""Torque sample age 5601 ms exceeds 1500 ms"",""source"":""/right_jaka_driver/joint_torque_raw"",""age_ms"":5601,""fresh"":false}}"
52,1788495155506,RUNNING,3.216,"{""left"":{""valid"":true,""status"":""VALID"",""sample_index"":134,""time_from_start_s"":3.216,""joints_rad"":[3.0232885452633127,0.6245862210488522,-1.5998178253667674,1.4693697281316376,-0.07340248307292985,0.5972096430492341],""source"":""LATEST SUCCESSFUL PHASE5 SERVO_J COMMAND \u2014 DRIVER MEMORY"",""error"":null},""right"":{""valid"":true,""status"":""VALID"",""sample_index"":134,""time_from_start_s"":3.216,""joints_rad"":[0.11825246785176778,2.5511447503178717,1.6100529370862728,-1.4696567570212888,3.2052796948884135,2.5683435629371116],""source"":""LATEST SUCCESSFUL PHASE5 SERVO_J COMMAND \u2014 DRIVER MEMORY"",""error"":null}}","{""left"":{""valid"":true,""fresh"":true,""status"":""FRESH"",""joints_rad"":[3.0249625971215988,0.6248044848019932,-1.600384544538106,1.4706409567350525,-0.07247165559641093,0.5969251189294115],""received_at_ms"":1788495155498,""age_ms"":8,""source"":""jaka_port10000_actual_feedback"",""mapping"":""port10000_joint_actual_position_deg_to_rad"",""error"":null},""right"":{""valid"":true,""fresh"":true,""status"":""FRESH"",""joints_rad"":[0.11626510812160226,2.551005697838999,1.610741153786515,-1.4712781764449554,3.204273186615441,2.56878082907301],""received_at_ms"":1788495155497,""age_ms"":9,""source"":""jaka_port10000_actual_feedback"",""mapping"":""port10000_joint_actual_position_deg_to_rad"",""error"":null}}","{""left"":{""values"":[-120.16989595300402,-10.271411003923276,3.082275390625,-6.386474609375,-0.0123291015625,0.64111328125],""received_at_ms"":1788495150177,""valid"":true,""status"":""STALE"",""error"":""Torque sample age 5329 ms exceeds 1500 ms"",""source"":""/left_jaka_driver/joint_torque_raw"",""age_ms"":5329,""fresh"":false},""right"":{""values"":[120.89955902978545,0.4490234318654984,-3.920654296875,8.359130859375,-0.2589111328125,0.2095947265625],""received_at_ms"":1788495149809,""valid"":true,""status"":""STALE"",""error"":""Torque sample age 5697 ms exceeds 1500 ms"",""source"":""/right_jaka_driver/joint_torque_raw"",""age_ms"":5697,""fresh"":false}}"
53,1788495155606,RUNNING,3.3120000000000003,"{""left"":{""valid"":true,""status"":""VALID"",""sample_index"":138,""time_from_start_s"":3.3120000000000003,""joints_rad"":[3.0217577146052377,0.6244338379993902,-1.5992927537008625,1.4681228784122535,-0.07429760533771856,0.5974803221718294],""source"":""LATEST SUCCESSFUL PHASE5 SERVO_J COMMAND \u2014 DRIVER MEMORY"",""error"":null},""right"":{""valid"":true,""status"":""VALID"",""sample_index"":138,""time_from_start_s"":3.3120000000000003,""joints_rad"":[0.11979110616825352,2.5512807510274116,1.6095167314172423,-1.4683661734622617,3.2061258526494543,2.5680397143853106],""source"":""LATEST SUCCESSFUL PHASE5 SERVO_J COMMAND \u2014 DRIVER MEMORY"",""error"":null}}","{""left"":{""valid"":true,""fresh"":true,""status"":""FRESH"",""joints_rad"":[3.0249625971215988,0.6248044848019932,-1.600384544538106,1.4706409567350525,-0.07247165559641093,0.5969251189294115],""received_at_ms"":1788495155498,""age_ms"":108,""source"":""jaka_port10000_actual_feedback"",""mapping"":""port10000_joint_actual_position_deg_to_rad"",""error"":null},""right"":{""valid"":true,""fresh"":true,""status"":""FRESH"",""joints_rad"":[0.11806279725115643,2.5511254274256863,1.6101180712435532,-1.4698279823694733,3.205195942190971,2.568433159486013],""received_at_ms"":1788495155570,""age_ms"":36,""source"":""jaka_port10000_actual_feedback"",""mapping"":""port10000_joint_actual_position_deg_to_rad"",""error"":null}}","{""left"":{""values"":[-120.16989595300402,-10.271411003923276,3.082275390625,-6.386474609375,-0.0123291015625,0.64111328125],""received_at_ms"":1788495150177,""valid"":true,""status"":""STALE"",""error"":""Torque sample age 5429 ms exceeds 1500 ms"",""source"":""/left_jaka_driver/joint_torque_raw"",""age_ms"":5429,""fresh"":false},""right"":{""values"":[120.89955902978545,0.4490234318654984,-3.920654296875,8.359130859375,-0.2589111328125,0.2095947265625],""received_at_ms"":1788495149809,""valid"":true,""status"":""STALE"",""error"":""Torque sample age 5797 ms exceeds 1500 ms"",""source"":""/right_jaka_driver/joint_torque_raw"",""age_ms"":5797,""fresh"":false}}"
54,1788495155707,RUNNING,3.432,"{""left"":{""valid"":true,""status"":""VALID"",""sample_index"":143,""time_from_start_s"":3.432,""joints_rad"":[3.0197866965407445,0.624237202821566,-1.5986152775611355,1.4665179720742887,-0.07545074487055096,0.5978295024557846],""source"":""LATEST SUCCESSFUL PHASE5 SERVO_J COMMAND \u2014 DRIVER MEMORY"",""error"":null},""right"":{""valid"":true,""status"":""VALID"",""sample_index"":143,""time_from_start_s"":3.432,""joints_rad"":[0.12177216346508113,2.5514562593608723,1.6088249105859294,-1.466704968681769,3.207215987582624,2.567647785981635],""source"":""LATEST SUCCESSFUL PHASE5 SERVO_J COMMAND \u2014 DRIVER MEMORY"",""error"":null}}","{""left"":{""valid"":true,""fresh"":true,""status"":""FRESH"",""joints_rad"":[3.0217387994602403,0.6244690325197599,-1.5992699772777825,1.468064327160333,-0.0743292095193085,0.5974762939071913],""received_at_ms"":1788495155684,""age_ms"":23,""source"":""jaka_port10000_actual_feedback"",""mapping"":""port10000_joint_actual_position_deg_to_rad"",""error"":null},""right"":{""valid"":true,""fresh"":true,""status"":""FRESH"",""joints_rad"":[0.11917718997855481,2.5512214205345454,1.609734447873965,-1.4688574047724394,3.2058190247339327,2.5681814830078755],""received_at_ms"":1788495155637,""age_ms"":70,""source"":""jaka_port10000_actual_feedback"",""mapping"":""port10000_joint_actual_position_deg_to_rad"",""error"":null}}","{""left"":{""values"":[-120.16989595300402,-10.271411003923276,3.082275390625,-6.386474609375,-0.0123291015625,0.64111328125],""received_at_ms"":1788495150177,""valid"":true,""status"":""STALE"",""error"":""Torque sample age 5530 ms exceeds 1500 ms"",""source"":""/left_jaka_driver/joint_torque_raw"",""age_ms"":5530,""fresh"":false},""right"":{""values"":[120.89955902978545,0.4490234318654984,-3.920654296875,8.359130859375,-0.2589111328125,0.2095947265625],""received_at_ms"":1788495149809,""valid"":true,""status"":""STALE"",""error"":""Torque sample age 5898 ms exceeds 1500 ms"",""source"":""/right_jaka_driver/joint_torque_raw"",""age_ms"":5898,""fresh"":false}}"
55,1788495155808,RUNNING,3.528,"{""left"":{""valid"":true,""status"":""VALID"",""sample_index"":147,""time_from_start_s"":3.528,""joints_rad"":[3.0181666278266,0.6240752059089849,-1.5980572082554694,1.465199232077376,-0.07639909955212265,0.5981170831683426],""source"":""LATEST SUCCESSFUL PHASE5 SERVO_J COMMAND \u2014 DRIVER MEMORY"",""error"":null},""right"":{""valid"":true,""status"":""VALID"",""sample_index"":147,""time_from_start_s"":3.528,""joints_rad"":[0.12340047230472391,2.5516008621835073,1.6082550429664504,-1.4653399638616784,3.208112589889181,2.5673250336556106],""source"":""LATEST SUCCESSFUL PHASE5 SERVO_J COMMAND \u2014 DRIVER MEMORY"",""error"":null}}","{""left"":{""valid"":true,""fresh"":true,""status"":""FRESH"",""joints_rad"":[3.020576235645487,0.6243611711719868,-1.5988505746585282,1.4670935750303737,-0.07506032794296892,0.5976801483638241],""received_at_ms"":1788495155752,""age_ms"":56,""source"":""jaka_port10000_actual_feedback"",""mapping"":""port10000_joint_actual_position_deg_to_rad"",""error"":null},""right"":{""valid"":true,""fresh"":true,""status"":""FRESH"",""joints_rad"":[0.12114260524922561,2.5513771039038238,1.609063368776573,-1.4671675769906585,3.2068737272009127,2.567810076943051],""received_at_ms"":1788495155753,""age_ms"":55,""source"":""jaka_port10000_actual_feedback"",""mapping"":""port10000_joint_actual_position_deg_to_rad"",""error"":null}}","{""left"":{""values"":[-120.16989595300402,-10.271411003923276,3.082275390625,-6.386474609375,-0.0123291015625,0.64111328125],""received_at_ms"":1788495150177,""valid"":true,""status"":""STALE"",""error"":""Torque sample age 5631 ms exceeds 1500 ms"",""source"":""/left_jaka_driver/joint_torque_raw"",""age_ms"":5631,""fresh"":false},""right"":{""values"":[120.89955902978545,0.4490234318654984,-3.920654296875,8.359130859375,-0.2589111328125,0.2095947265625],""received_at_ms"":1788495149809,""valid"":true,""status"":""STALE"",""error"":""Torque sample age 5999 ms exceeds 1500 ms"",""source"":""/right_jaka_driver/joint_torque_raw"",""age_ms"":5999,""fresh"":false}}"
56,1788495155908,RUNNING,3.624,"{""left"":{""valid"":true,""status"":""VALID"",""sample_index"":151,""time_from_start_s"":3.624,""joints_rad"":[3.016510633563731,0.6239092604237856,-1.5974855994868271,1.4638516335748712,-0.07736899538891251,0.5984115877756666],""source"":""LATEST SUCCESSFUL PHASE5 SERVO_J COMMAND \u2014 DRIVER MEMORY"",""error"":null},""right"":{""valid"":true,""status"":""VALID"",""sample_index"":151,""time_from_start_s"":3.624,""joints_rad"":[0.12506487841657488,2.5517490002810974,1.6076713669257972,-1.4639450835431629,3.2090296180555415,2.566994544243079],""source"":""LATEST SUCCESSFUL PHASE5 SERVO_J COMMAND \u2014 DRIVER MEMORY"",""error"":null}}","{""left"":{""valid"":true,""fresh"":true,""status"":""FRESH"",""joints_rad"":[3.019473711157002,0.6242651780631271,-1.5984789940607786,1.4662188160092744,-0.07569545325776968,0.5978478745049408],""received_at_ms"":1788495155867,""age_ms"":41,""source"":""jaka_port10000_actual_feedback"",""mapping"":""port10000_joint_actual_position_deg_to_rad"",""error"":null},""right"":{""valid"":true,""fresh"":true,""status"":""FRESH"",""joints_rad"":[0.12222121872695811,2.551484965251597,1.6086919627117486,-1.4662687324258814,3.207484941504961,2.5676182652582566],""received_at_ms"":1788495155821,""age_ms"":87,""source"":""jaka_port10000_actual_feedback"",""mapping"":""port10000_joint_actual_position_deg_to_rad"",""error"":null}}","{""left"":{""values"":[-120.16989595300402,-10.271411003923276,3.082275390625,-6.386474609375,-0.0123291015625,0.64111328125],""received_at_ms"":1788495150177,""valid"":true,""status"":""STALE"",""error"":""Torque sample age 5731 ms exceeds 1500 ms"",""source"":""/left_jaka_driver/joint_torque_raw"",""age_ms"":5731,""fresh"":false},""right"":{""values"":[120.89955902978545,0.4490234318654984,-3.920654296875,8.359130859375,-0.2589111328125,0.2095947265625],""received_at_ms"":1788495149809,""valid"":true,""status"":""STALE"",""error"":""Torque sample age 6099 ms exceeds 1500 ms"",""source"":""/right_jaka_driver/joint_torque_raw"",""age_ms"":6099,""fresh"":false}}"
57,1788495156012,RUNNING,3.72,"{""left"":{""valid"":true,""status"":""VALID"",""sample_index"":155,""time_from_start_s"":3.72,""joints_rad"":[3.0148211215383722,0.623739576266283,-1.5969011801125457,1.462477168688483,-0.07835906597354426,0.5987126358931193],""source"":""LATEST SUCCESSFUL PHASE5 SERVO_J COMMAND \u2014 DRIVER MEMORY"",""error"":null},""right"":{""valid"":true,""status"":""VALID"",""sample_index"":155,""time_from_start_s"":3.72,""joints_rad"":[0.1267629608456696,2.5519004872745437,1.607074628298272,-1.4625223893563972,3.2099657853483743,2.566656747649738],""source"":""LATEST SUCCESSFUL PHASE5 SERVO_J COMMAND \u2014 DRIVER MEMORY"",""error"":null}}","{""left"":{""valid"":true,""fresh"":true,""status"":""FRESH"",""joints_rad"":[3.0174245200822356,0.624037587128667,-1.5978079149633868,1.4645528992382457,-0.0769178818658665,0.5981835013200993],""received_at_ms"":1788495155937,""age_ms"":75,""source"":""jaka_port10000_actual_feedback"",""mapping"":""port10000_joint_actual_position_deg_to_rad"",""error"":null},""right"":{""valid"":true,""fresh"":true,""status"":""FRESH"",""joints_rad"":[0.1252652474753614,2.551760727273412,1.607613349234016,-1.4637999641989354,3.209162726514903,2.5670430047367994],""received_at_ms"":1788495155998,""age_ms"":14,""source"":""jaka_port10000_actual_feedback"",""mapping"":""port10000_joint_actual_position_deg_to_rad"",""error"":null}}","{""left"":{""values"":[-120.16989595300402,-10.271411003923276,3.082275390625,-6.386474609375,-0.0123291015625,0.64111328125],""received_at_ms"":1788495150177,""valid"":true,""status"":""STALE"",""error"":""Torque sample age 5835 ms exceeds 1500 ms"",""source"":""/left_jaka_driver/joint_torque_raw"",""age_ms"":5835,""fresh"":false},""right"":{""values"":[120.89955902978545,0.4490234318654984,-3.920654296875,8.359130859375,-0.2589111328125,0.2095947265625],""received_at_ms"":1788495149809,""valid"":true,""status"":""STALE"",""error"":""Torque sample age 6203 ms exceeds 1500 ms"",""source"":""/right_jaka_driver/joint_torque_raw"",""age_ms"":6203,""fresh"":false}}"
58,1788495156113,RUNNING,3.84,"{""left"":{""valid"":true,""status"":""VALID"",""sample_index"":160,""time_from_start_s"":3.84,""joints_rad"":[3.012665870111058,0.6235225433603342,-1.5961537860545527,1.4607244271345512,-0.07962288227136873,0.599097550358328],""source"":""LATEST SUCCESSFUL PHASE5 SERVO_J COMMAND \u2014 DRIVER MEMORY"",""error"":null},""right"":{""valid"":true,""status"":""VALID"",""sample_index"":160,""time_from_start_s"":3.84,""joints_rad"":[0.12892912764427972,2.552094262541068,1.60631150746246,-1.460708137667651,3.2111608909468936,2.5662249013869576],""source"":""LATEST SUCCESSFUL PHASE5 SERVO_J COMMAND \u2014 DRIVER MEMORY"",""error"":null}}","{""left"":{""valid"":true,""fresh"":true,""status"":""FRESH"",""joints_rad"":[3.0158905502026574,0.6238937719983025,-1.5972686082245207,1.463330645163074,-0.07775668710437497,0.5984470460371505],""received_at_ms"":1788495156028,""age_ms"":85,""source"":""jaka_port10000_actual_feedback"",""mapping"":""port10000_joint_actual_position_deg_to_rad"",""error"":null},""right"":{""valid"":true,""fresh"":true,""status"":""FRESH"",""joints_rad"":[0.12640372574643732,2.551880456860099,1.6072058148536756,-1.4628412548408147,3.2098217628404564,2.5668272820412525],""received_at_ms"":1788495156107,""age_ms"":6,""source"":""jaka_port10000_actual_feedback"",""mapping"":""port10000_joint_actual_position_deg_to_rad"",""error"":null}}","{""left"":{""values"":[-120.16989595300402,-10.271411003923276,3.082275390625,-6.386474609375,-0.0123291015625,0.64111328125],""received_at_ms"":1788495150177,""valid"":true,""status"":""STALE"",""error"":""Torque sample age 5936 ms exceeds 1500 ms"",""source"":""/left_jaka_driver/joint_torque_raw"",""age_ms"":5936,""fresh"":false},""right"":{""values"":[120.89955902978545,0.4490234318654984,-3.920654296875,8.359130859375,-0.2589111328125,0.2095947265625],""received_at_ms"":1788495149809,""valid"":true,""status"":""STALE"",""error"":""Torque sample age 6304 ms exceeds 1500 ms"",""source"":""/right_jaka_driver/joint_torque_raw"",""age_ms"":6304,""fresh"":false}}"
59,1788495156212,RUNNING,3.936,"{""left"":{""valid"":true,""status"":""VALID"",""sample_index"":164,""time_from_start_s"":3.936,""joints_rad"":[3.010910070075831,0.6233452456167113,-1.5955433149104312,1.459297060393822,-0.0806531616930667,0.5994118749852372],""source"":""LATEST SUCCESSFUL PHASE5 SERVO_J COMMAND \u2014 DRIVER MEMORY"",""error"":null},""right"":{""valid"":true,""status"":""VALID"",""sample_index"":164,""time_from_start_s"":3.936,""joints_rad"":[0.13069380502184688,2.5522525755396535,1.6056882145712748,-1.4592306731772593,3.2121352386591076,2.5658722980894355],""source"":""LATEST SUCCESSFUL PHASE5 SERVO_J COMMAND \u2014 DRIVER MEMORY"",""error"":null}}","{""left"":{""valid"":true,""fresh"":true,""status"":""FRESH"",""joints_rad"":[3.014320626540489,0.623726045857186,-1.5966933477030631,1.4620722627723863,-0.07858362410396989,0.5987706300804702],""received_at_ms"":1788495156115,""age_ms"":97,""source"":""jaka_port10000_actual_feedback"",""mapping"":""port10000_joint_actual_position_deg_to_rad"",""error"":null},""right"":{""valid"":true,""fresh"":true,""status"":""FRESH"",""joints_rad"":[0.12842900581045155,2.5520602257730545,1.6065347357562836,-1.4610435657112608,3.2109124190900276,2.5663958366501602],""received_at_ms"":1788495156176,""age_ms"":36,""source"":""jaka_port10000_actual_feedback"",""mapping"":""port10000_joint_actual_position_deg_to_rad"",""error"":null}}","{""left"":{""values"":[-120.16989595300402,-10.271411003923276,3.082275390625,-6.386474609375,-0.0123291015625,0.64111328125],""received_at_ms"":1788495150177,""valid"":true,""status"":""STALE"",""error"":""Torque sample age 6035 ms exceeds 1500 ms"",""source"":""/left_jaka_driver/joint_torque_raw"",""age_ms"":6035,""fresh"":false},""right"":{""values"":[120.89955902978545,0.4490234318654984,-3.920654296875,8.359130859375,-0.2589111328125,0.2095947265625],""received_at_ms"":1788495149809,""valid"":true,""status"":""STALE"",""error"":""Torque sample age 6403 ms exceeds 1500 ms"",""source"":""/right_jaka_driver/joint_torque_raw"",""age_ms"":6403,""fresh"":false}}"
60,1788495156313,RUNNING,4.032,"{""left"":{""valid"":true,""status"":""VALID"",""sample_index"":168,""time_from_start_s"":4.032,""joints_rad"":[3.009128982188626,0.6231649302064808,-1.5949225363375215,1.4578496314334746,-0.08169893913873177,0.5997314371620034],""source"":""LATEST SUCCESSFUL PHASE5 SERVO_J COMMAND \u2014 DRIVER MEMORY"",""error"":null},""right"":{""valid"":true,""status"":""VALID"",""sample_index"":168,""time_from_start_s"":4.032,""joints_rad"":[0.1324838839352276,2.552413597157631,1.6050544204458412,-1.4577324364506368,3.213124320738684,2.565513863293643],""source"":""LATEST SUCCESSFUL PHASE5 SERVO_J COMMAND \u2014 DRIVER MEMORY"",""error"":null}}","{""left"":{""valid"":true,""fresh"":true,""status"":""FRESH"",""joints_rad"":[3.0109769247595177,0.6233904190420275,-1.5955548694319874,1.4593518180673026,-0.08053699660280193,0.5993818443845187],""received_at_ms"":1788495156297,""age_ms"":16,""source"":""jaka_port10000_actual_feedback"",""mapping"":""port10000_joint_actual_position_deg_to_rad"",""error"":null},""right"":{""valid"":true,""fresh"":true,""status"":""FRESH"",""joints_rad"":[0.12971147374481698,2.5521801298926663,1.6060673365825997,-1.4599530839946149,3.2116554057526012,2.566132291933109],""received_at_ms"":1788495156253,""age_ms"":60,""source"":""jaka_port10000_actual_feedback"",""mapping"":""port10000_joint_actual_position_deg_to_rad"",""error"":null}}","{""left"":{""values"":[-120.16989595300402,-10.271411003923276,3.082275390625,-6.386474609375,-0.0123291015625,0.64111328125],""received_at_ms"":1788495150177,""valid"":true,""status"":""STALE"",""error"":""Torque sample age 6136 ms exceeds 1500 ms"",""source"":""/left_jaka_driver/joint_torque_raw"",""age_ms"":6136,""fresh"":false},""right"":{""values"":[120.89955902978545,0.4490234318654984,-3.920654296875,8.359130859375,-0.2589111328125,0.2095947265625],""received_at_ms"":1788495149809,""valid"":true,""status"":""STALE"",""error"":""Torque sample age 6504 ms exceeds 1500 ms"",""source"":""/right_jaka_driver/joint_torque_raw"",""age_ms"":6504,""fresh"":false}}"
